name,star,comment,class,address,latitude,longitude,bus_count,department_store_count,drink_count,hospital_count,movie_theater_count,MRT_count,night_market_count,park_count,school_count,sports_facilities_count,train_count
CoCo都可 (捷運北車2)M3出口,3.9,21,冰品飲料店,台北市中正區忠孝西路一段49號台北車站M3出口B1,25.0464324,121.5177619,50,79,162,2,2,5,0,16,9,11,1
鬍子茶Who's Tea - 台北林森店,4.1,53,珍珠奶茶,台北市中正區林森南路61巷10-11號,25.0397429,121.5222018,23,25,74,2,1,5,0,13,12,10,0
清心福全中正泉州店-珍珠奶茶手搖飲料專賣店,3.9,103,無酒精飲料店,台北市中正區泉州街14號,25.0272508,121.5143601,37,6,56,2,0,3,1,7,10,18,0
珍煮丹 台北延平南店,4.4,103,冰品飲料店,台北市中正區延平南路238號,25.0337731,121.5073047,82,23,94,2,0,3,1,10,14,1,1
墨潮青蛙撞奶,3.7,214,冰品飲料店,台北市中正區羅斯福路三段316巷10號,25.0156409,121.532435,23,2,56,0,2,2,1,11,9,12,0
清心福全台北開封店-珍珠奶茶手搖飲專賣店,3.7,76,珍珠奶茶,台北市中正區開封街一段64號,25.045903,121.51164,73,75,180,3,7,4,0,17,6,7,1
鶴茶樓- 鶴頂紅茶商店(中正寧波西店),3.8,202,珍珠奶茶,台北市中正區寧波西街42號,25.030854,121.517968,43,5,47,1,0,3,0,8,14,18,0
得正#北車信陽計劃,3.4,141,冰品飲料店,台北市中正區信陽街13之1號,25.0447694,121.5163223,60,80,166,2,2,6,0,14,11,9,1
快樂檸檬HappyLemon 公館店,4.5,463,冰品飲料店,台北市中正區羅斯福路四段24巷14號,25.0150088,121.5327284,23,2,53,0,2,2,1,12,9,14,0
鮮茶道台北站前店,3.7,83,珍珠奶茶,台北市中正區南陽街1號1號樓E區,25.0455525,121.5162596,61,83,170,2,3,6,0,17,10,9,1
天仁茗茶 台北和平店,3.8,81,冰品飲料店,台北市大安區和平東路一段13號,25.0272959,121.522684,32,10,104,1,0,3,1,13,10,23,0
五桐號 開封店,3.8,345,冰品飲料店,台北市中正區開封街一段19號,25.0460533,121.513769,67,88,189,2,7,6,0,18,9,7,1
萬波島嶼紅茶 Wanpo Tea Shop 台北衡陽店,3.1,599,珍珠奶茶,台北市中正區衡陽路25號,25.0423747,121.5127289,71,73,168,3,7,5,0,15,11,6,1
甘蔗?媽媽-台北公館店,3.9,272,冰品飲料店,台北市中正區汀州路三段130號,25.0139172,121.5337206,23,2,43,0,2,2,1,12,8,19,0
樺達奶茶 誠品站前店一店,2.8,626,珍珠奶茶,台北市中正區忠孝西路一段49號,25.0463846,121.5178642,49,79,161,2,2,5,0,16,9,9,1
天仁茗茶台北車站1樓,3.6,27,冰品飲料店,台北市中正區北平西路3號,25.0482031,121.5171629,55,80,184,2,2,5,2,18,8,9,1
animate cafe 台北西門店,4.0,269,冰品飲料店,台北市中正區中華路一段39號1樓,25.0453715,121.5098341,76,74,183,2,7,4,0,16,4,6,1
公園號酸梅湯,4.1,726,冰品飲料店,台北市中正區衡陽路2號,25.0422528,121.5139472,68,73,162,2,6,6,0,14,11,8,1
清心福全中正中華店-珍珠奶茶手搖飲料專賣店,3.4,79,無酒精飲料店,台北市中正區中華路二段307巷6號,25.0287771,121.5055345,58,14,55,1,0,2,1,8,16,8,1
基仔冰,4.9,28,冰品飲料店,台北市中正區羅斯福路三段286巷3號,25.0160687,121.5324105,24,2,64,0,2,2,2,11,9,12,0
COMEBUY_台北汀州店,4.0,67,冰品飲料店,台北市中正區羅斯福路四段136巷6號,25.0126405,121.5355161,20,2,44,1,2,1,1,10,6,17,0
animate cafe 台北北門店,4.1,319,冰品飲料店,台北市中正區博愛路7號1樓,25.0460875,121.511508,73,75,178,3,7,4,0,17,6,7,1
墾丁蛋蛋ㄉㄨㄞ奶,4.2,1,冰品飲料店,台北市中正區汀州路三段165號,25.0152995,121.5321294,24,2,54,0,2,2,1,11,9,14,0
洪記紫米牛奶,3.7,199,冰品飲料店,台北市中正區羅斯福路四段90巷1號攤位,25.0139489,121.5348708,22,2,44,1,2,2,1,11,7,16,0
清心福全杭州南店-珍珠奶茶手搖飲料專賣店,3.4,86,無酒精飲料店,台北市中正區羅斯福路二段10號,25.0288449,121.5208147,36,7,86,1,0,3,1,9,10,24,0
東方洋行 北車微風店,4.1,19,冰品飲料店,台北市中正區北平西路3號,25.0478356,121.5163623,56,79,184,2,2,5,2,17,8,11,1
正宗建中黑砂糖刨冰,4.2,2,冰品飲料店,台北市中正區泉州街35號,25.02933,121.5143573,43,6,59,2,0,3,1,6,13,15,0
Fun Juice 丰果汁｜台大醫院兒童醫院店,5.0,55,冰品飲料店,台北市中正區中山南路8號B1,25.0443897,121.5185546,42,77,142,2,1,5,0,14,10,7,1
山焙 和平臥龍店,4.2,629,冰品飲料店,台北市大安區和平東路二段363號,25.0248018,121.5464314,23,10,105,0,1,3,1,20,14,25,0
清心福全公館店-珍珠奶茶手搖飲料專賣店,3.6,145,珍珠奶茶,台北市中正區羅斯福路三段316巷1-6號,25.0158903,121.5325063,24,2,60,0,2,2,1,11,9,12,0
清心福全成功店-珍珠奶茶手搖飲料專賣店,3.5,145,無酒精飲料店,台北市大安區復興南路二段151巷49號,25.0283799,121.5457522,28,11,140,1,2,4,1,25,12,30,0
回溫豆花飲品,4.3,86,冰品飲料店,台北市大安區和平東路二段311巷18號,25.0252045,121.5450326,24,9,80,0,1,3,0,19,13,25,0
l?wfun裸放茶旅 信義店,4.6,152,冰品飲料店,台北市信義區松仁路58號B3,25.0368519,121.5677823,23,77,88,0,2,4,0,31,6,6,0
龜記茗品 小巨蛋總店,3.8,869,冰品飲料店,台北市松山區八德路三段74巷4號,25.0478668,121.5524552,21,38,150,6,3,4,0,16,5,31,0
拾嶺 SHI LING TEA,5.0,10,茶葉店,lin.ee,23.4857501,120.0843006,0,0,5,0,0,0,0,0,0,0,0
茶裡不然,0.0,0,無酒精飲料店,台北市大安區信義路三段190-3號,25.0331842,121.5429133,27,23,91,2,0,4,0,22,15,24,0
天仁茗茶 武昌店,3.4,138,冰品飲料店,台北市中正區武昌街一段3號,25.0441573,121.5128723,73,73,171,3,7,5,0,16,9,6,1
"巷果華-健康果昔 (""Eat"" Smoothie)",5.0,84,冰品飲料店,台北市開封街一段2-20號懷寧街17號旁,25.045754,121.5142528,68,87,184,2,5,6,0,17,9,9,1
李記紅茶冰-中正忠孝店,4.9,62,無酒精飲料店,台北市中正區忠孝西路一段72號之31,25.046638,121.5141338,70,97,198,2,5,6,0,19,7,9,1
鶴茶樓- 鶴頂紅茶商店(北車信陽店),3.7,307,珍珠奶茶,台北市中正區信陽街18號,25.0445546,121.5157079,59,77,163,2,3,5,0,14,11,9,1
玖仰茶食文化 jiuyang(信陽門市),3.9,23,冰品飲料店,台北市中正區信陽街6-2號,25.0445179,121.5162491,60,78,163,2,3,6,0,14,12,8,1
順興冰果室,4.4,309,冰品飲料店,台北市中正區牯嶺街5巷1號,25.0319113,121.5157155,44,5,39,1,0,3,0,6,16,15,0
綠豆蒜製研所,4.3,172,冰品飲料店,台北市中正區南陽街38巷2號,25.0441217,121.5157802,58,64,152,2,3,5,0,14,11,9,1
Dilmah帝瑪紅茶中正門市,4.6,33,茶葉店,台北市中正區寧波西街83-5號,25.0302887,121.5166472,41,5,45,2,0,3,0,6,16,17,0
原典鮮沏茶,3.8,86,冰品飲料店,台北市大安區舟山路243號,25.0154922,121.5369079,26,1,54,1,2,2,1,11,8,14,0
梅子兔生活飲品專賣店(西門總店),4.8,573,冰品飲料店,台北市萬華區西寧南路50巷7號1 樓,25.044443,121.505753,67,47,127,1,6,2,1,14,6,5,0
發發 公館牧場,4.9,1,冰品飲料店,台北市中正區汀州路三段164號,25.0133798,121.534466,24,2,43,1,2,2,1,11,6,20,0
COMEBUY,3.8,153,冰品飲料店,台北市中正區中華路二段313巷2號,25.0280493,121.5060511,46,10,43,1,0,1,1,6,16,9,1
麻古茶坊信陽店,3.9,452,珍珠奶茶,台北市中正區信陽街25號,25.0447993,121.5157673,62,81,165,2,3,6,0,15,11,9,1
南機場芋頭大王,4.1,1,冰品飲料店,台北市中正區中華路二段313巷5號,25.0282639,121.5060278,48,11,44,1,0,2,1,6,15,9,1
馬蔥餅／馬祖奶茶-南機場店-中正特色飲品|熱門小吃|人氣美食|排隊美食|馬蔥餅推薦|必喝飲料,4.0,41,冰品飲料店,台北市中正區中華路二段309巷20號和22號十字路口(第23攤位,25.0288597,121.5061364,54,12,49,1,0,2,1,6,14,9,1
來呷甜甜品,4.5,1,冰品飲料店,台北市中正區延平南路11號1F,25.0461958,121.5108528,76,74,176,2,7,4,0,18,5,8,1
鴉 片 粉 圓 (古亭店)-台北中正區冰店甜品 平價必吃推薦 愛玉/仙草/豆花/燒仙草/紅豆湯圓/粉圓 古早味手工天然下午茶 師大夜市附近 PTT Dcard,4.3,776,冰品飲料店,台北市中正區南昌路二段156號,25.0249071,121.5233218,31,6,80,1,0,3,1,17,10,22,0
九日咖啡（北車店）9 Days Coffee,4.6,319,冰品飲料店,台北市中正區青島西路11號,25.0449603,121.5177709,51,81,150,2,1,5,0,16,10,7,1
50嵐 西門店,3.9,462,珍珠奶茶,台北市中正區漢中街136號,25.041821,121.507082,78,49,163,1,6,4,1,16,10,4,0
大家美食愛玉檸檬冰品 Sun Like Sweets Dessert Shop,3.6,87,冰品飲料店,台北市中正區武昌街一段23號,25.0441931,121.5122632,74,73,172,3,7,5,0,16,9,6,1
日春木瓜牛奶 臺北車站,2.0,60,冰品飲料店,台北市中正區北平西路臺北車站,25.047702,121.5173735,53,80,171,2,2,5,0,17,7,10,1
福利社茶店,0.0,0,冰品飲料店,台北市中正區忠孝西路一段170號B1,25.0471501,121.5141661,68,96,208,2,5,6,0,19,7,10,1
唱吧搖霸 南陽街威雅店,0.0,0,冰品飲料店,台北市中正區南陽街6號,25.0453334,121.5160089,63,82,174,2,3,6,0,16,9,9,1
大茗本位製茶堂-台北站前店,3.4,91,冰品飲料店,台北市中正區信陽街11之2號1樓,25.0447769,121.5165099,60,80,165,2,2,6,0,15,11,8,1
Ice Papa,3.8,485,冰品飲料店,台北市中正區延平南路110號,25.042344,121.5094814,81,55,169,3,6,5,0,16,12,4,1
NAKA Taipei,4.8,118,冰品飲料店,台北市中正區忠孝東路二段87號1樓,25.0431202,121.5306257,7,6,55,1,1,2,0,19,8,13,0
小森活 | Health Food & Food Souvenirs | 冰淇淋、氣泡飲、金匠冷麵、新鮮蔬果、健康茶點,5.0,5,冰品飲料店,台北市中正區杭州南路一段2號,25.0435352,121.526096,9,9,89,2,2,4,0,17,8,11,0
萬波島嶼紅茶 Wanpo Tea Shop 台北大安店,3.0,270,冰品飲料店,台北市大安區東豐街35號,25.0361711,121.5463138,38,42,162,4,1,4,0,23,12,26,0
咖啡弄(站前店) Coffee Alley (Zhanqian),3.8,2,冰品飲料店,台北市中正區館前路18號2樓,25.045466,121.5148084,69,92,184,2,4,6,0,17,10,10,1
金陵酸梅湯之家,4.2,69,冰品飲料店,台北市中正區沅陵街2號,25.042721,121.512908,69,73,171,3,7,5,0,15,11,7,1
天仁喫茶趣 衡陽店,4.1,1,中式茶館,台北市中正區衡陽路62號2樓,25.0421758,121.5117931,73,71,168,3,6,5,0,15,12,5,1
茶。嗜 SEE TEA COFFEE -大安熱門飲料|推薦手搖|人氣咖啡|忠孝復興冬季飲品|推薦手搖|必喝咖啡,4.8,92,冰品飲料店,台北市大安區忠孝東路四段40巷9號,25.0412542,121.5447157,36,47,148,5,2,3,1,23,8,19,0
波哥的小處茶堂,3.7,237,冰品飲料店,台北市大安區復興南路一段321號A31室,25.0339629,121.5439899,30,33,99,3,0,5,0,26,13,25,0
吾悠茶所,4.8,719,冰品飲料店,台北市大安區信義路三段174之1號,25.0331986,121.542124,24,15,89,2,0,4,0,23,14,26,0
忠於原味,0.0,0,冰品飲料店,台北市大安區仁愛路四段48巷11號,25.0370465,121.5471663,37,43,166,4,1,4,0,23,11,26,0
晴喜摘 公館店,4.9,819,無酒精飲料店,台北市中正區羅斯福路四段126號,25.0130869,121.5357003,21,2,44,1,2,1,1,9,6,16,0
FutiFudi 果滴滴 忠孝店,3.5,82,冰品飲料店,台北市大安區忠孝東路四段45號B1,25.0420339,121.5447843,36,46,145,5,2,3,1,22,6,19,0
清心福全大安店-珍珠奶茶手搖飲料專賣店,4.2,156,冰品飲料店,台北市大安區大安路一段229號1樓,25.0344367,121.5461059,34,44,153,4,1,5,1,22,12,24,0
NUTTEA Nut Mylk Tea 堅果奶 · 茶,4.4,584,冰品飲料店,台北市大安區復興南路二段11之1號,25.0326279,121.5437503,26,14,93,2,0,5,0,22,14,26,0
烈奶茶,4.0,357,冰品飲料店,沒有地址,25.0427616,121.5441811,31,46,135,5,2,2,1,23,9,20,0
麥吉machi machi,4.0,1,冰品飲料店,台北市大安區大安路一段51巷16號一樓,25.0430259,121.5467882,33,48,161,6,2,2,1,24,7,26,0
醇白茶飲（台北概念店）Arctic White,4.5,128,冰品飲料店,台北市大安區忠孝東路四段7號1樓,25.041883,121.544274,34,46,145,5,2,3,1,23,7,17,0
沐慕茶飲,4.1,78,冰品飲料店,台北市大安區大安路一段205-1號,25.0353203,121.5461137,33,40,155,4,1,4,0,24,12,24,0
埔里102,4.5,43,冰品飲料店,台北市大安區信義路四段60-70號號,25.032637,121.54585,28,13,140,3,2,3,1,24,13,24,0
健康橘子工坊（忠孝敦化總店）,4.7,91,冰品飲料店,台北市大安區忠孝東路四段85號,25.0417604,121.5476803,36,47,164,6,2,3,1,21,6,24,0
茶敬茶 Tea to Tea(2/16~3/17店內整修),4.7,606,茶葉店,台北市大安區永康街4巷16號,25.0328886,121.529398,16,7,79,0,0,3,1,15,8,20,0
天下佈武日月潭紅茶,3.7,832,冰品飲料店,台北市大安區師大路50號1 樓,25.0246959,121.5282196,22,6,90,0,0,2,1,17,11,24,0
龜記茗品-忠孝復興旗艦店,4.1,251,冰品飲料店,台北市大安區復興南路一段135巷19號,25.0426621,121.5451709,33,47,148,5,2,2,1,22,7,25,0
上宇林頂級茶飲台北大安店,3.6,24,冰品飲料店,台北市大安區106復興南路二段17-2號,25.0322873,121.5438297,25,13,91,2,1,4,0,23,14,27,0
小南門傳統豆花,2.7,60,冰品飲料店,"B2, No No, No. 300號忠孝東路三段大安區台北市106",25.0408932,121.5432417,30,47,142,5,2,3,1,23,9,15,0
MOJI MOJI萌吉茶飲,4.8,119,冰品飲料店,台北市大安區大安路一段172號1樓,25.0366261,121.545853,37,43,148,4,1,4,0,21,12,26,0
Midnight串烤 居酒屋 酒吧 餐酒館 燒烤,4.8,20,冰品飲料店,台北市中正區仁愛路二段34-6號,25.0380784,121.5271673,7,9,75,1,1,4,0,14,11,13,0
天和鮮物‧華山旗艦店,4.3,851,冰品飲料店,台北市中正區北平東路30號1樓,25.0456678,121.52604,7,46,125,3,4,5,0,21,9,9,1
倉鼠甜點工作室(公休日請詳見IG公告),4.4,234,冰品飲料店,台北市中正區杭州南路一段14-7號,25.0392103,121.5253616,12,9,71,2,1,4,0,12,9,14,0
天仁茗茶 信義店,3.8,177,珍珠奶茶,台北市大安區信義路二段162號,25.0336317,121.5290489,17,6,69,0,0,2,0,14,9,20,0
烏弄原生茶飲 信義吳興店,4.0,199,冰品飲料店,台北市信義區吳興街35號,25.0314155,121.5599428,27,30,133,2,2,2,1,26,9,15,0
春芳號-台北世貿店,3.1,42,冰品飲料店,台北市信義區台北市松壽路12號1樓,25.0349503,121.5659101,25,78,110,1,2,3,0,30,8,14,0
TSUJIRI ?利茶? 遠百信義店,4.2,203,冰品飲料店,台北市信義區松仁路58號b3,25.0368147,121.5679472,23,76,86,0,2,4,0,31,6,6,0
甜醺圈圈/信義店-信義特色茶飲|必吃甜點|甜點推薦|水果飲品|可麗露推薦|蛋糕推薦,4.7,62,冰品飲料店,台北市信義區松高路11號誠品信義百貨B2,25.0397197,121.5658739,28,81,90,0,3,4,0,25,7,13,0
武林茶信義永吉店,4.5,70,冰品飲料店,台北市信義區忠孝東路五段71巷3弄1號1樓,25.0417136,121.5686694,27,82,102,1,3,3,0,29,6,11,0
御心木瓜牛奶 信義店 酪梨牛奶專? |大安區飲料?果汁,4.6,237,冰品飲料店,台北市大安區信義路四段265巷25號,25.034466,121.5549002,45,15,152,3,1,4,1,20,10,26,0
再睡5分鐘 - 台北吳興店,4.8,430,冰品飲料店,台北市信義區吳興街53號,25.0311133,121.5603385,25,34,132,2,3,2,1,28,8,14,0
七盞茶信義莊敬店,4.0,72,冰品飲料店,台北市信義區莊敬路415號,25.027389,121.56636,13,12,61,1,1,2,0,22,6,7,0
龜記茗品 信義莊敬店,3.9,339,冰品飲料店,台北市信義區莊敬路314號,25.028182,121.563251,16,14,103,1,1,2,1,26,7,9,0
50嵐 世貿店,3.7,245,冰品飲料店,台北市信義區吳興街15號,25.0315835,121.5596595,28,30,132,2,2,2,1,26,9,17,0
先喝道101店,4.2,364,冰品飲料店,台北市信義區市府路45號B1,25.0337881,121.5641995,30,79,115,1,2,3,0,26,8,14,0
Chatime日出茶太-信義威秀店,4.2,673,冰品飲料店,"f, No. 20號松壽路信義區台北市110",25.0355154,121.5671201,25,78,113,1,2,3,0,31,6,12,0
解解渴有限公司 (愛玉專門店),4.3,360,冰品飲料店,台北市信義區信義路五段150巷22弄65號,25.0272885,121.5707102,4,4,42,1,1,1,0,19,7,3,0
甘蔗媽媽-永吉店,3.5,280,冰品飲料店,台北市信義區永吉路30巷115號,25.0432181,121.5688521,27,79,115,1,3,2,0,28,6,15,0
麻古茶坊 永吉店,3.7,434,冰品飲料店,台北市信義區永吉路30巷29號,25.0447215,121.5689077,22,77,126,1,2,3,0,24,6,15,0
甘蔗?媽媽-科技大樓店,4.6,157,冰品飲料店,台北市大安區和平東路二段311巷3號,25.0249797,121.5451725,25,9,80,0,1,3,0,18,13,25,0
天晴1982手作茶飲,4.8,301,冰品飲料店,台北市中正區寶慶路67號,25.041872,121.5092134,79,49,164,2,6,5,0,16,11,4,0
茶湯會 信義松山店 |飲料推薦 |外送飲料,3.1,193,冰品飲料店,台北市信義區松山路531號,25.0380413,121.5782593,9,7,41,0,0,2,1,25,9,10,0
COMEBUY_台北科大店,4.3,46,冰品飲料店,台北市大安區新生南路一段1號,25.044019,121.533227,10,5,66,1,1,3,0,23,11,15,0
瓷禧茶坊 Teazzi 松菸店,4.0,206,冰品飲料店,台北市信義區忠孝東路四段559巷12號ㄧ樓,25.0420286,121.5637358,32,82,120,1,3,2,0,20,6,18,0
黑丸嫩仙草 台北信義店,4.8,355,冰品飲料店,台北市信義區吳興街168-1號1樓,25.0287997,121.5620566,18,19,121,1,2,2,1,28,7,13,0
霏等茶 Freedom Wings Tea,4.5,239,冰品飲料店,台北市大安區信義路四段294巷8號1樓,25.0326208,121.5542104,39,15,143,3,1,3,1,21,11,23,0
清水茶香(永吉店),3.8,152,冰品飲料店,台北市信義區永吉路30巷157弄2號,25.0421801,121.5688279,27,81,104,1,3,2,0,27,6,11,0
1998專業飲品,4.3,99,冰品飲料店,台北市信義區永吉路30巷108號1樓,25.0433113,121.5686025,27,79,115,1,3,2,0,27,7,15,0
七盞茶 大安復興南店-大安人氣飲料|熱門飲料|必喝飲品|消暑茶飲|飲品推薦|手搖飲推薦,3.8,61,冰品飲料店,台北市大安區復興南路二段206號,25.0266645,121.5431999,27,9,87,0,1,2,0,20,12,31,0
半分鐘-遠百信義A13,4.6,196,冰品飲料店,台北市信義區松仁路58號4樓,25.0365045,121.567926,22,77,94,0,2,4,0,31,6,6,0
沖茶????泰式奶茶-香蘭葉甜糕（甜糕販售時間下午4:00-8:00售完為止）,4.8,200,冰品飲料店,台北市信義區忠孝東路五段236巷8號,25.0401079,121.571737,22,78,106,0,2,3,1,33,7,11,0
迷客夏 臺北北醫莊敬店,3.7,85,冰品飲料店,台北市信義區莊敬路260號,25.0290906,121.5624556,18,27,121,1,2,2,1,29,7,12,0
珍煮丹 大安復興店,4.0,529,冰品飲料店,台北市大安區信義路三段200號,25.0330886,121.5432814,29,24,92,2,0,5,0,22,15,26,0
得正#台北世貿計劃,3.9,449,珍珠奶茶,台北市信義區吳興街19號,25.0316388,121.5597822,28,31,136,2,2,2,1,26,9,16,0
珍煮丹 信義市府店,4.1,1,珍珠奶茶,台北市信義區忠孝東路五段17-1號,25.0414512,121.5656269,28,81,96,1,3,3,0,23,7,11,0
泰讚了thai like tea通化店,4.4,245,冰品飲料店,台北市大安區通化街36號,25.0310741,121.5540849,33,12,144,2,2,3,1,22,10,19,0
CoCo都可 台北建國店,4.4,369,冰品飲料店,台北市大安區建國南路二段17號,25.0327087,121.5381435,12,8,91,0,0,4,0,23,13,22,0
Mika咪卡手感茶,4.6,40,冰品飲料店,台北市信義區逸仙路42巷12-1號,25.0401337,121.5626573,34,80,129,1,3,3,0,22,5,19,0
樺達奶茶Att 4 Fun,1.5,49,珍珠奶茶,台北市信義區松壽路12號5F,25.0352542,121.5659448,26,79,111,1,2,3,0,31,8,14,0
茶山小_TEASSENTIAL（和平總店）,4.8,2,珍珠奶茶,台北市大安區和平東路三段123號,25.0246259,121.551729,20,10,123,0,2,4,1,24,12,23,0
一兩十錢青草舖,4.9,242,冰品飲料店,台北市大安區通化街39巷24號,25.0308114,121.5549134,37,13,136,3,2,3,1,21,10,20,0
東區粉圓信義分店,4.2,513,冰品飲料店,台北市大安區信義路四段258號,25.0329815,121.5539585,40,17,144,3,1,4,1,23,11,23,0
茗時序西門店,4.1,150,冰品飲料店,台北市萬華區昆明街101號,25.0423547,121.504851,73,34,140,2,6,4,2,13,7,4,0
芋品苑 台北信義食研所 |滿300免費外送|信義區下午茶|豆花仙草清冰芋圓紅豆湯,4.8,39,冰品飲料店,台北市信義區吳興街320巷6-8號8之11號,25.0258174,121.565063,8,5,54,1,0,2,0,24,6,6,0
進發家-大安店 飲料店,3.7,278,冰品飲料店,台北市大安區大安路一段53號,25.0430037,121.5463088,33,47,156,5,2,2,1,23,7,28,0
衡陽水果吧,4.4,40,冰品飲料店,台北市中正區衡陽路85號,25.042332,121.510809,77,59,167,3,6,5,0,15,11,5,1
Pure Juice 現搾果汁,3.4,43,冰品飲料店,台北市中正區衡陽路85號,25.0423477,121.5107504,78,59,167,3,6,5,0,15,11,5,1
沐荼寺懷寧店-臺灣精品茶飲專門,4.4,24,冰品飲料店,台北市中正區懷寧街12號1樓,25.0458984,121.5141027,67,88,186,2,5,6,0,18,9,8,1
