name,star,comment,class,address,latitude,longitude,bus_count,department_store_count,drink_count,hospital_count,movie_theater_count,MRT_count,night_market_count,park_count,school_count,sports_facilities_count,train_count
七奈竹chinaiju 桃園A8,4.6,53,冰品飲料店,桃園市龜山區復興一路8號2樓,25.0605055,121.3699436,44,0,30,0,0,0,0,2,2,0,0
哈根達斯 南港中信店,3.7,143,冰品飲料店,台北市南港區經貿二路168-1號1樓,25.0588953,121.6154061,51,8,48,0,0,4,0,10,5,2,0
清心福全南港店-珍珠奶茶手搖飲料專賣店,3.3,179,無酒精飲料店,台北市南港區南港路三段20號,25.0543845,121.5925894,30,0,18,0,0,1,0,14,4,8,0
清心福全南港經貿店 珍珠奶茶手搖飲料專賣店,3.1,102,無酒精飲料店,台北市南港區南港路一段154號一樓,25.0554553,121.6122101,50,16,62,0,1,3,1,18,4,4,1
樂法Le Phare - 南港店(南港軟體園區）,3.4,59,果汁,台北市南港區園區街3-11號2樓,25.0584861,121.6118825,44,14,60,0,1,4,0,17,5,6,1
手作茶飲,4.9,55,冰品飲料店,台北市南港區玉成街78號,25.046355,121.582569,35,8,71,0,0,2,2,27,7,16,1
Dr.biin義式羊奶冰淇淋，冰果bingo手工冰淇淋,4.2,10,冰品飲料店,台北市南港區忠孝東路六段120號,25.0477879,121.5850198,39,7,56,0,0,2,1,26,5,15,1
罔市手工粉圓-五分埔店,4.9,7,冰品飲料店,台北市信義區中坡北路39號,25.045872,121.580436,32,9,84,0,0,2,2,30,6,15,1
好孝果志業,4.6,63,冰品飲料店,台北市南港區忠孝東路六段21號11樓-6,25.0469765,121.5827381,36,8,69,0,0,2,1,27,6,16,1
COMEBUY南港昆陽店,3.2,134,冰品飲料店,台北市南港區昆陽街140巷2號,25.0497527,121.5941628,31,1,12,0,0,1,0,17,4,5,0
武郎豆花店,0.0,0,冰品飲料店,新北市汐止區弘道街9號,25.0487737,121.6171296,34,3,43,0,0,2,1,15,3,1,0
添進茶園,4.6,7,茶葉店,台北市南港區舊莊街二段332號,25.0264728,121.6609689,2,0,6,0,0,0,0,0,0,0,0
余氏古厝,3.7,10,茶葉店,台北市南港區舊莊街二段316巷,25.0247221,121.6596593,2,0,6,0,0,0,0,0,0,0,0
陳土城茶莊,0.0,0,茶葉店,台北市南港區舊莊街二段318號,25.0245806,121.6619529,2,0,6,0,0,0,0,0,0,0,0
潘章 南山馨茶莊,4.0,1,茶葉店,台北市南港區舊莊街二段322號,25.0254102,121.6638402,2,0,6,0,0,0,0,0,0,0,0
余軟茶園,4.1,7,茶藝館,台北市南港區舊莊街二段316巷3號,25.0243499,121.6590535,0,0,6,0,0,0,0,0,0,0,0
南港茶業有限公司（魏靜時）,4.0,1,茶葉店,台北市南港區舊莊街二段164號,25.035036,121.631918,16,0,1,0,0,0,0,3,0,0,0
欽明有機茶園,5.0,6,茶葉店,台北市南港區舊莊街二段318-2號,25.0244712,121.6615752,2,0,6,0,0,0,0,0,0,0,0
萬波島嶼紅茶 汐止忠孝店,3.4,99,冰品飲料店,新北市汐止區南昌街51號,25.0684108,121.6633285,89,4,40,1,0,0,0,7,5,3,1
?吟水吧?南港創始店,4.6,7,冰品飲料店,台北市南港區重陽路530號,25.0614001,121.6126908,49,6,69,0,1,4,0,13,6,4,0
得正#土城裕民計劃,4.2,123,冰品飲料店,新北市土城區裕民路155號,24.9859223,121.4523077,77,1,71,2,0,1,0,21,4,12,0
五桐號WooTEA新北土城學府店,2.4,214,冰品飲料店,新北市土城區學府路一段175號,24.9851229,121.4524324,75,1,67,2,0,1,0,23,4,12,0
CoCo都可 土城廣福店,3.8,298,冰品飲料店,新北市土城區學府路一段146號,24.9871727,121.4549296,88,2,73,2,0,1,0,23,5,12,0
巴布貝兒 綠豆冰沙專賣店,5.0,11,冰品飲料店,新北市土城區學府路一段143巷37號對面號,24.9852231,121.4543054,78,1,69,2,0,1,0,26,4,11,0
可不可熟成紅茶-土城學府店,3.5,267,冰品飲料店,新北市土城區學府路一段177號,24.9851222,121.4524238,75,1,67,2,0,1,0,23,4,12,0
tea's原味 土城青雲店,4.1,169,冰品飲料店,新北市土城區青雲路213號,24.982048,121.459245,73,1,57,1,0,0,0,27,5,12,0
老賴茶棧土城學府店,3.6,134,冰品飲料店,新北市土城區學府路一段193號,24.9847749,121.4521424,72,2,64,2,1,1,0,25,4,12,0
黑特茶人文飲品專賣店,3.9,54,冰品飲料店,新北市土城區學府路一段70號,24.988339,121.4567661,89,2,79,2,0,1,0,19,6,14,0
TEA TOP第一味 土城裕民店,4.5,34,冰品飲料店,新北市土城區裕民路137號,24.9864484,121.4516755,75,1,73,2,0,1,0,21,5,12,0
清心福全（土城清水店）,3.4,85,冰品飲料店,新北市土城區清水路168號,24.9814641,121.4599689,73,1,51,1,0,0,0,26,4,12,0
日春木瓜牛奶-新北土城店,4.4,9,果汁,新北市土城區金城路二段218-1號,24.9825398,121.4563409,71,1,54,1,0,1,0,31,5,12,0
清心福全土城裕生店-珍珠奶茶手搖飲料專賣店,3.1,155,冰品飲料店,新北市土城區裕民路97號,24.9870499,121.4507526,71,1,72,2,0,1,0,17,4,12,0
木昂手作 土城裕民店/茶攤手搖/,4.7,35,冰品飲料店,新北市土城區裕民路68號福氣櫃-貨櫃號碼Ａ1,24.9872409,121.4492555,59,0,67,2,0,1,0,17,4,10,0
迷客夏 Milksha 新北裕民店(土城裕民),3.5,310,冰品飲料店,新北市土城區裕民路87號,24.9873288,121.4503349,64,1,72,2,0,1,0,17,4,13,0
好了啦紅茶冰－土城裕民店,4.7,3,冰品飲料店,新北市土城區裕民路68號,24.98744,121.449488,60,0,69,2,0,1,0,17,4,10,0
白巷子土城海山店,4.1,63,冰品飲料店,新北市土城區海山路40號,24.9870766,121.4491314,59,0,63,2,0,1,0,16,4,10,0
圓石 Teabar 土城龍山店,4.4,70,冰品飲料店,新北市土城區龍山二街87號1樓,24.9798948,121.449458,64,5,70,2,1,2,0,27,3,10,0
Tea's原味 土城中央店(來店自取，買五送一),4.1,156,冰品飲料店,新北市土城區中央路一段271號,24.9848022,121.4447865,48,1,58,1,1,1,0,18,3,2,0
土城芒果冰大王,4.0,116,冰品飲料店,新北市土城區青雲路216號,24.9816526,121.4590295,75,1,52,1,0,0,0,27,4,12,0
鮮茶道土城延和店,3.9,52,冰品飲料店,新北市土城區延和路64號,24.9890761,121.4659422,78,2,54,0,0,0,0,16,3,9,0
功夫茶 KUNGFUTEA 土城中央店,4.3,118,冰品飲料店,新北市土城區中央路一段195號,24.9869407,121.4460896,43,1,55,1,1,1,0,17,4,3,0
寶島紅茶冰土城中央店｜在地美食｜必喝飲料茶飲推薦,2.3,3,冰品飲料店,新北市土城區中央路一段279號,24.9845695,121.4446548,47,1,58,1,1,1,0,18,3,2,0
萬波島嶼紅茶土城裕民店,3.9,230,珍珠奶茶,新北市土城區裕民路22號,24.9885419,121.4476092,51,0,66,1,0,1,0,17,4,7,0
TEA TOP第一味 土城青雲店,4.0,20,冰品飲料店,新北市土城區青雲路352號,24.9744113,121.4585504,40,1,13,1,0,0,0,20,1,4,0
小茶齋-土城店,3.8,85,冰品飲料店,新北市土城區中央路二段78號,24.9790125,121.4422617,48,4,37,2,1,2,0,19,5,1,0
冰巢土城(冬天現煮|紅豆湯|燒仙草|花生湯|桂花桂圓紫米粥),5.0,241,冰品飲料店,新北市土城區中央路一段267巷11號一樓,24.9850767,121.4455505,48,1,58,2,1,1,0,18,4,2,0
南果言茶品果飲專門店,5.0,138,冰品飲料店,新北市土城區中央路一段269之3號1樓,24.9851311,121.4450219,45,1,56,1,1,1,0,18,3,2,0
Tea芽-鮮奶飲品專賣店,4.4,26,冰品飲料店,新北市土城區中央路一段210號,24.985723,121.444978,42,1,52,1,1,1,0,17,3,3,0
酌飲 Coffee & Tea |手搖飲|飲料|外送|土城區|海山站|採用二砂糖健康飲品,5.0,126,冰品飲料店,新北市土城區明德路一段79號,24.9833635,121.4657042,62,1,51,0,0,0,0,19,3,8,0
COMEBUY 土城延吉店,4.0,148,冰品飲料店,新北市土城區延吉街266號,24.984525,121.4660206,58,1,52,0,0,0,0,19,3,7,0
麻古茶坊土城中央店,3.6,135,冰品飲料店,新北市土城區中央路二段143號,24.9768277,121.4420591,50,4,35,2,1,1,0,19,3,1,0
龍角 Dragon Horn 土城中央店,4.3,132,冰品飲料店,新北市土城區中央路二段61巷20號1樓,24.9786469,121.4430853,50,4,38,2,1,2,0,19,5,1,0
CoCo都可 土城中央店,3.6,206,冰品飲料店,新北市土城區中央路二段217號,24.9740238,121.44117,47,4,31,2,1,2,0,18,3,2,0
金城檸檬冰,4.4,296,冰品飲料店,新北市土城區金城路二段68號,24.9798263,121.4525823,56,2,58,2,1,1,0,31,4,11,0
合口味豆花奶舖,3.4,74,冰品飲料店,新北市土城區裕民路50號,24.9881015,121.4483551,57,0,66,2,0,1,0,17,4,10,0
果珍飲 Drinks,4.7,43,冰品飲料店,新北市土城區中正路67巷9號,24.9759736,121.4444223,52,4,33,2,1,1,0,19,4,1,0
7074職人水果茶-土城必喝飲品|水果茶飲|特色茶飲|人氣茶飲|在地推薦飲料店|熱門飲料|手作辣椒醬|紫米紅豆湯,5.0,47,冰品飲料店,新北市土城區明德路一段198號,24.9778933,121.4616354,58,1,28,1,0,0,0,24,3,11,0
春陽茶事 土城亞東店,4.0,120,冰品飲料店,新北市土城區廣明街69號,24.9938093,121.4549115,66,4,64,2,0,1,0,15,3,13,0
大苑子土城延和店,4.3,393,冰品飲料店,新北市土城區延和路37號,24.9893617,121.4659398,80,1,56,0,0,0,0,18,3,9,0
可不可熟成紅茶_土城明德店,3.7,203,冰品飲料店,新北市土城區明德路一段22號1樓,24.9848589,121.4650257,66,1,58,0,0,0,0,20,3,10,0
?鮮乳（土城明?店）,4.6,41,冰品飲料店,新北市土城區明峰街29號,24.9860133,121.4660027,67,1,54,0,0,0,0,18,3,8,0
鮮自然-土城裕民門市,4.6,87,無酒精飲料店,新北市土城區裕民路133號,24.9865225,121.451565,75,1,74,2,0,1,0,21,5,12,0
清原芋圓 土城金城店,4.1,176,冰品飲料店,新北市土城區金城路三段151號,24.9884689,121.468569,60,0,47,0,0,0,0,12,3,4,0
一品現泡茶-旗艦店,4.5,152,珍珠奶茶,新北市土城區學成路168 號,24.9890687,121.4479572,49,0,66,1,0,1,0,15,4,6,0
果茶小鋪,4.4,35,冰品飲料店,新北市土城區中央路二段137號,24.9770037,121.4420919,48,4,35,2,1,1,0,19,3,1,0
手作黑糖米苔目冰 (網路人氣甜品、排隊小吃、古早味必吃),3.8,59,冰品飲料店,新北市土城區明德路二段133號,24.9823863,121.4494053,60,2,68,3,1,1,0,25,4,11,0
思慕冰-土城店(創意雪花冰),3.8,256,冰品飲料店,新北市土城區學府路二段210號好食嗑美食廣場B2,24.9787201,121.4451146,50,4,42,2,1,2,0,19,5,3,0
上宇林土城海山店,3.9,125,無酒精飲料店,新北市土城區裕民路79號,24.9875912,121.4498177,59,0,69,2,0,1,0,17,4,11,0
享時光 新鮮現調手作茶,4.2,6,無酒精飲料店,新北市土城區明峰街21號,24.9859271,121.465889,67,1,55,0,0,0,0,18,3,8,0
享時光,3.3,28,冰品飲料店,新北市土城區明峰街21號,24.9859271,121.465889,67,1,55,0,0,0,0,18,3,8,0
土城芋頭之家,4.3,2,冰品飲料店,新北市土城區學府路一段262號,24.9844219,121.4511724,68,2,65,3,1,1,0,25,3,12,0
一品現泡茶,4.3,147,冰品飲料店,新北市土城區光明街11號,24.9746644,121.4421844,49,4,29,2,1,1,0,18,3,2,0
紅茶洋行-土城中央店,4.2,79,冰品飲料店,新北市土城區光明街11號,24.9612558,121.4211193,27,0,15,0,0,1,0,10,2,2,0
路易莎 土城裕民門市,4.0,844,冰品飲料店,新北市土城區裕民路99號,24.9869896,121.4507938,72,1,72,2,0,1,0,17,4,12,0
清心福全中央店-珍珠奶茶手搖飲料專賣店,3.4,63,無酒精飲料店,新北市土城區慶安街107號,24.9719879,121.4404738,49,4,30,2,1,2,0,17,2,3,0
清心福全板橋（漢生東路）中正店-珍珠奶茶手搖飲料專賣店,4.0,206,冰品飲料店,新北市板橋區漢生東路179號,25.012007,121.469633,102,27,118,2,3,2,0,24,4,20,1
市民小站飲料專賣店,4.2,18,冰品飲料店,新北市土城區三民路5號,24.9631593,121.4204559,26,0,14,0,0,1,0,9,1,4,0
新北土城店,4.4,8,無酒精飲料店,新北市土城區中山路45之1號,24.9629162,121.4203518,27,0,14,0,0,1,0,9,2,4,0
阿水紅茶冰,4.5,24,冰品飲料店,新北市土城區和平路10-1號,24.9741942,121.4427517,48,4,29,2,1,1,0,18,3,2,0
COMEBUY 土城光明店,4.5,162,冰品飲料店,新北市土城區光明街一號,24.9747812,121.4422481,48,4,28,2,1,1,0,18,3,2,0
豐茶道瓶裝飲料專賣店,4.2,34,冰品飲料店,新北市土城區亞洲路38號,24.9741205,121.4359064,51,3,28,1,0,2,0,12,2,1,0
讚豆綠豆冰沙 土城店,4.9,57,冰品飲料店,新北市土城區和平路5巷2號,24.9744124,121.4428134,48,4,28,2,1,1,0,16,3,2,0
Dayung’s Tucheng Zhongyang Shop,3.5,86,冰品飲料店,新北市土城區中央路二段242號,24.9750033,121.4418917,48,4,28,2,1,1,0,18,3,1,0
好了啦紅茶冰(土城永寧店),4.5,4,冰品飲料店,新北市土城區承天路1號,24.9663515,121.4359534,44,0,13,1,0,1,0,8,2,3,0
中央冰品站,4.4,73,冰品飲料店,新北市土城區中央路三段15號,24.970267,121.439579,47,3,28,1,0,2,0,14,2,3,0
青草茶店,0.0,0,冰品飲料店,新北市土城區光明街15號,24.9745431,121.4421489,49,4,29,2,1,1,0,18,3,2,0
清原芋圓 土城中央店,4.6,320,冰品飲料店,新北市土城區中央路二段139號,24.9769209,121.4421904,49,4,35,2,1,1,0,19,3,1,0
50嵐 捷運永寧店,2.6,231,冰品飲料店,新北市土城區中央路三段56-1號,24.9676956,121.4368127,45,2,20,1,0,2,0,9,3,2,0
Theta VIII 八飲,5.0,18,冰品飲料店,新北市土城區亞洲路58巷3弄18號,24.973423,121.4345078,47,3,25,1,0,2,0,11,2,0,0
一品現泡茶(頂埔店),4.0,9,冰品飲料店,新北市土城區中央路四段25-5號,24.9624345,121.424894,30,0,14,0,0,1,0,9,1,1,0
惠進飲料公司,0.0,0,冰品飲料店,新北市土城區中央路一段318巷10號,24.9819416,121.4426321,47,4,51,1,1,2,0,20,4,1,0
森霖冰?店,4.5,11,冰品飲料店,新北市土城區中央路一段264號,24.9838895,121.4438098,49,2,56,2,1,1,0,19,3,1,0
紅茶洋行-土城中央店,4.2,79,冰品飲料店,新北市土城區中央路四段18號1樓,24.9612558,121.4211193,27,0,15,0,0,1,0,10,2,2,0
瓷禧茶坊 土城店,4.8,61,冰品飲料店,新北市土城區中央路四段132之2號,24.9588815,121.4177566,24,0,14,0,0,1,0,10,1,1,0
鮮茶道股份有限公司,3.7,28,冰品飲料店,新北市土城區復興街3號,24.9679017,121.4261318,29,0,9,0,0,0,0,5,1,3,0
有間綠豆沙製作所 冬季燒仙草 紅豆紫米湯 嫩仙草凍,5.0,46,冰品飲料店,新北市土城區中央路一段175號,24.9873508,121.446418,48,1,52,1,1,1,0,16,4,4,0
龜記茗品-土城店,4.3,261,冰品飲料店,新北市土城區裕民路104號,24.9867192,121.450606,69,1,70,2,0,1,0,17,4,12,0
茶英雄（原舞茶道）,4.6,287,冰品飲料店,新北市土城區裕民路137之2號,24.9863896,121.4516925,75,1,75,2,0,1,0,21,5,12,0
豆來甜品專賣店,5.0,108,冰品飲料店,新北市土城區和平路5巷2號,24.9744225,121.4428401,48,4,28,2,1,1,0,16,3,2,0
8分糖手調茶飲專賣店,4.7,12,冰品飲料店,新北市土城區清水路173號,24.9816296,121.4593097,75,1,53,1,0,0,0,27,5,12,0
力冰甜品（燒仙草/湯圓/紅豆湯/豆花/蛋糕/麵包）,4.6,20,冰品飲料店,新北市土城區金城路三段129號,24.9880285,121.4678714,64,0,48,0,0,0,0,13,3,4,0
可不可熟成紅茶-土城頂埔店,3.3,39,冰品飲料店,新北市土城區中央路四段132-3號,24.9588381,121.4176613,24,0,14,0,0,1,0,10,1,1,0
好了啦-土城廣明店,3.2,17,冰品飲料店,新北市土城區廣明街67號,24.9937498,121.4549299,66,4,64,2,0,1,0,15,3,13,0
茗仁茶莊,5.0,9,茶葉店,新北市土城區中央路二段138號,24.9773635,121.4419151,48,4,36,2,1,1,0,19,3,1,0
BAD GUY Drinks,2.7,7,冰品飲料店,新北市土城區清水路63號,24.9814271,121.4552139,62,1,50,2,0,1,0,32,5,12,0
好了啦超大杯（土城永豐店）,0.0,0,冰品飲料店,新北市土城區永豐路135巷9號,24.9835554,121.467097,54,1,49,0,0,0,0,18,3,2,0
50嵐 裕民店,2.7,248,冰品飲料店,新北市土城區裕民路89號,24.9872445,121.4503231,64,1,72,2,0,1,0,16,4,12,0
迷客夏 新北頂埔店,4.0,155,冰品飲料店,新北市土城區中央路四段132-5號,24.9587377,121.417502,25,0,14,0,0,1,0,10,1,1,0
50嵐 土城日月光店,3.3,203,珍珠奶茶,新北市土城區中央路二段61巷37號,24.9783373,121.4446902,49,4,37,2,1,2,0,19,5,1,0
歇飲SieYin,4.4,10,冰品飲料店,新北市板橋區金門街339-2號1樓,24.9854918,121.4291761,65,5,64,0,0,0,1,11,3,4,1
小星星豆花小舖,4.8,104,冰品飲料店,新北市土城區中央路二段61巷36號,24.978345,121.443571,49,4,38,2,1,2,0,19,5,1,0
韋美咖啡,4.6,134,冰品飲料店,新北市土城區中央路三段153號,24.9653073,121.4321335,40,0,10,0,0,1,0,6,1,2,0
無飲溪北店,4.6,50,冰品飲料店,新北市板橋區溪北路91號,24.9895029,121.428575,80,12,77,0,1,0,1,12,3,4,1
茶湯會樹林金門店,3.2,71,冰品飲料店,新北市板橋區金門街360號,24.9842048,121.427433,62,4,70,0,0,0,1,11,3,3,1
50嵐 土城明德店,2.9,374,冰品飲料店,新北市土城區明德路一段57號,24.9845773,121.4653748,65,1,55,0,0,0,0,20,3,10,0
ㄚ婆等一個人飲料店,0.0,0,冰品飲料店,新北市板橋區溪崑一街86號,24.9896987,121.4290788,79,12,78,0,1,0,1,12,2,4,1
COMEBUY_板橋金門店,4.7,224,冰品飲料店,新北市板橋區金門街188號,24.9906865,121.4325987,56,11,60,0,1,0,1,13,2,4,1
一畝茶,4.3,22,冰品飲料店,新北市板橋區金門街176號,24.9911713,121.4326625,53,11,61,0,1,0,1,13,2,4,1
板橋篤行店白巷子,4.0,77,冰品飲料店,新北市板橋區篤行路三段67號1樓,24.9857411,121.4275741,74,5,68,0,0,0,1,12,3,3,1
仁政,0.0,0,冰品飲料店,新北市土城區亞洲路6號,24.975027,121.436628,48,4,31,1,1,2,0,10,3,1,0
艸頭黃,4.4,197,冰品飲料店,新北市土城區廣明街41巷2弄36號,24.9930759,121.4543013,71,3,65,2,0,1,0,15,3,13,0
珍煮丹土城中央店,3.1,86,珍珠奶茶,新北市土城區中央路三段72-1號,24.9674535,121.4364176,47,1,16,1,0,1,0,9,3,2,0
功夫茶 KUNGFUTEA 土城延和店,3.7,138,冰品飲料店,新北市土城區延和路118號,24.9899602,121.4676064,68,1,54,0,0,0,0,12,3,4,0
京茶山(御茶殿)延和殿,3.6,91,冰品飲料店,新北市土城區延和路97號,24.990181,121.467345,69,1,55,0,0,0,0,12,3,4,0
OMi 原味系好茶-土城延吉店,4.6,28,飲品分銷商,新北市土城區延吉街236巷5號1樓,24.9850454,121.4666744,60,1,51,0,0,0,0,18,3,7,0
秋?茗茶-土城總店,3.5,2,珍珠奶茶,新北市土城區中山路45-1號,24.9629542,121.4203444,27,0,14,0,0,1,0,9,2,4,0
清心福全土城員福店-珍珠奶茶手搖飲料專賣店,3.2,172,無酒精飲料店,新北市土城區學府路二段18號,24.9819514,121.4490659,60,3,64,2,1,1,0,25,4,10,0
清心福全中央店-珍珠奶茶手搖飲料專賣店,3.4,63,無酒精飲料店,沒有地址,24.9719879,121.4404738,49,4,30,2,1,2,0,17,2,3,0
清心福全土城學府店-珍珠奶茶手搖飲料專賣店,2.7,47,無酒精飲料店,新北市土城區學府路一段144巷2號,24.9873563,121.4550279,88,2,75,2,0,1,0,22,5,12,0
清心福全土城安和店-珍珠奶茶手搖飲料專賣店,3.4,96,無酒精飲料店,新北市土城區延和路35號,24.9893342,121.4658901,80,1,56,0,0,0,0,18,3,9,0
清心福全土城頂埔店,4.1,183,無酒精飲料店,沒有地址,24.9580054,121.4170157,24,0,14,0,0,1,0,12,1,1,0
紅茶狠大杯 (古早味紅茶/珍珠奶茶/楊桃/土城大杯手搖飲/人氣特色飲料店),4.3,12,冰品飲料店,新北市土城區延吉街166號,24.9853902,121.4685039,56,0,45,0,0,0,0,17,3,3,0
CoCo都可 土城立德店,4.1,196,珍珠奶茶,新北市土城區立德路40號,24.9873428,121.46357,85,1,64,0,0,0,0,17,4,12,0
大鶴茶 土城延吉店,4.6,11,珍珠奶茶,新北市土城區延吉街182號,24.9852696,121.467972,57,1,48,0,0,0,0,17,3,3,0
水最美·手作茶,4.6,22,冰品飲料店,"號 No. 220, 明德路一段土城區新北市236",24.9777298,121.4609516,57,1,24,1,0,0,0,24,3,11,0
冰豆綠豆沙 土城延吉店,3.2,6,冰品飲料店,新北市土城區延吉街172號,24.9853361,121.4682359,57,0,47,0,0,0,0,17,3,3,0
清心福全土城延吉店-珍珠奶茶手搖飲料專賣店,4.2,137,冰品飲料店,新北市土城區延吉街90號,24.9865475,121.4707408,44,0,43,0,0,0,0,10,3,2,0
蔡家庄嘉義粉條冰,3.7,49,冰品飲料店,新北市土城區延平街68號,24.992874,121.4678549,65,1,57,0,0,0,0,14,3,7,0
泰chill手沖泰式奶茶 土城延吉店,4.9,54,冰品飲料店,新北市土城區延吉街299號嘉義雞肉飯旁邊,24.9845195,121.4668834,56,1,51,0,0,0,0,18,3,6,0
茶與布朗Tea&Brown 板橋府中店,4.5,104,冰品飲料店,新北市板橋區重慶路12巷9號,25.0075775,121.4606708,88,29,144,3,4,2,1,27,4,19,1
